booking_id,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation
2130,30393,65,,1,814,,15,75,5/11/2013 7:26,5/11/2013 0:00,0,0,5/10/2013 7:51,12.908993,77.6889,,,0
2131,30408,12,,2,1371,832,,,5/10/2013 9:50,,0,0,5/10/2013 8:07,13.000418,77.674835,12.88019,77.64558,0
2132,4368,12,,2,1086,393,,,5/11/2013 3:07,,0,0,5/10/2013 8:29,12.907487,77.64729,13.19956,77.70688,0
2133,24588,12,,2,1096,849,,,5/10/2013 18:57,,0,0,5/10/2013 8:52,12.96519,77.71932,12.95434,77.60072,1
2134,8569,12,,2,793,25,,,5/10/2013 16:04,,0,0,5/10/2013 9:09,13.02239,77.59492,12.98059,77.57475,0
2135,5089,12,,2,392,105,,,5/10/2013 18:57,,0,0,5/10/2013 9:16,12.986284,77.735245,13.01766,77.64503,1
2136,7391,12,,2,136,585,,,5/10/2013 18:00,,0,0,5/10/2013 9:25,12.90796,77.62418,12.97677,77.5727,0
2137,25281,12,,2,1054,1159,,,5/10/2013 17:45,,0,0,5/10/2013 9:41,12.90184,77.581587,12.90163,77.582,1
2138,30422,12,,2,61,393,,,5/10/2013 15:07,,1,0,5/10/2013 10:36,12.96298,77.71229,13.19956,77.70688,0
2139,28359,85,,2,238,1021,,,5/18/2013 9:07,,0,0,5/10/2013 10:43,12.93711,77.60171,13.02853,77.54625,0
2140,1047,10,,2,1069,393,,,5/10/2013 14:24,,0,0,5/10/2013 11:32,12.949764,77.643524,13.19956,77.70688,0
2141,30431,12,,2,293,1384,,,5/10/2013 13:26,,0,0,5/10/2013 12:30,12.849482,77.663187,13.02853,77.54625,0
2142,23216,12,,2,1337,393,,,5/10/2013 15:50,,1,0,5/10/2013 12:32,12.975693,77.729096,13.19956,77.70688,0
2143,30126,12,,2,293,1237,,,5/13/2013 17:16,,0,0,5/10/2013 12:49,12.849482,77.663187,12.92645,77.61206,0
2144,30436,12,,2,293,393,,,5/11/2013 5:02,,0,0,5/10/2013 12:55,12.849482,77.663187,13.19956,77.70688,0
2145,30439,12,,2,1384,689,,,5/11/2013 21:50,,1,0,5/10/2013 12:59,13.02853,77.54625,12.97672,77.64927,0
2146,30440,12,2,3,793,,,,5/10/2013 13:26,,0,0,5/10/2013 13:02,13.02239,77.59492,,,0
2147,30126,12,,2,293,1237,,,5/16/2013 17:16,,0,0,5/10/2013 13:13,12.849482,77.663187,12.92645,77.61206,0
2148,30362,12,,2,1355,271,,,5/12/2013 17:02,,0,0,5/12/2013 9:10,13.025172,77.70655,12.95641,77.64076,1
2149,30678,12,1,3,590,,,,5/12/2013 18:00,,0,0,5/12/2013 9:38,13.00826,77.56433,,,1
2150,30681,12,1,3,1005,,,,5/12/2013 12:28,5/12/2013 0:00,1,0,5/12/2013 9:52,12.89096,77.60993,,,1
2151,30682,12,1,3,1378,,,,5/12/2013 13:26,5/12/2013 0:00,1,0,5/12/2013 9:53,12.827912,77.679642,,,1
2152,30688,12,,2,767,393,,,5/12/2013 16:19,,0,0,5/12/2013 10:24,12.9122,77.51043,13.19956,77.70688,1
2153,30690,12,,2,292,393,,,5/12/2013 14:38,,0,0,5/12/2013 10:44,12.93944,77.62923,13.19956,77.70688,0
2154,13762,28,,2,1041,393,,,5/13/2013 6:28,,1,0,5/12/2013 11:21,12.974408,77.6648,13.19956,77.70688,0
2155,30699,12,,2,1017,89,,,5/12/2013 16:19,,0,0,5/12/2013 11:31,13.11084,77.60074,12.96519,77.71932,0
2156,30704,12,,2,1136,393,,,5/16/2013 12:57,,0,1,5/12/2013 12:04,12.99049,77.69798,13.19956,77.70688,0
2157,29009,28,,2,452,455,,,5/12/2013 18:28,,0,0,5/12/2013 12:20,12.95278,77.59088,12.999874,77.67812,0
2158,27702,85,,2,1169,393,,,5/12/2013 17:31,,0,0,5/12/2013 12:48,13.018523,77.644366,13.19956,77.70688,0
2159,30707,12,,2,413,1095,,,5/12/2013 16:04,,1,0,5/12/2013 12:55,12.92171,77.59017,12.92415,77.67229,1
2160,29889,12,1,3,1157,,,,5/12/2013 18:00,,0,0,5/12/2013 13:20,13.05121,77.54113,,,0
2161,30714,85,,2,344,393,,,5/13/2013 6:43,5/14/2013 0:00,1,0,5/12/2013 14:17,12.94788,77.67092,13.19956,77.70688,0
2162,19009,12,,2,293,585,,,5/13/2013 3:36,,0,0,5/12/2013 15:59,12.849482,77.663187,12.97677,77.5727,0
2163,789,12,,2,142,271,,,5/13/2013 6:28,5/14/2013 0:00,1,0,5/12/2013 16:29,12.91281,77.60923,12.95641,77.64076,0
2164,30732,28,,2,1058,452,,,5/12/2013 21:36,,1,0,5/12/2013 16:41,12.914535,77.631658,12.95278,77.59088,1
2165,30733,12,,2,1166,572,,,5/13/2013 7:26,,0,0,5/12/2013 16:46,12.997198,77.669514,12.91873,77.61494,0
2166,17664,12,,2,221,767,,,5/13/2013 19:55,,0,0,5/12/2013 17:47,12.98541,77.57891,12.9122,77.51043,0
2167,19235,12,,2,1261,393,,,5/24/2013 3:36,,1,0,5/12/2013 18:18,13.08324,77.480214,13.19956,77.70688,0
2168,30741,12,,2,25,392,,,5/14/2013 0:28,,1,0,5/12/2013 18:20,12.98059,77.57475,12.986284,77.735245,0
2169,868,12,,2,141,572,,,5/12/2013 19:40,,0,0,5/12/2013 18:37,12.97119,77.61477,12.91873,77.61494,0
2170,30743,12,,2,393,1165,,,5/13/2013 7:26,,1,0,5/12/2013 18:41,13.19956,77.70688,12.990947,77.687112,0
2171,30746,12,,2,1217,115,,,5/13/2013 13:55,,1,0,5/12/2013 19:41,13.04937,77.51179,12.99319,77.54472,0
2172,24964,12,,2,1166,571,,,5/13/2013 0:57,,0,0,5/12/2013 19:56,12.997198,77.669514,12.95185,77.69642,0
2173,19619,12,,2,1068,1166,,,5/13/2013 3:07,,0,0,5/12/2013 20:17,13.044009,77.606805,12.997198,77.669514,0
2174,30751,24,,2,450,1021,,,5/13/2013 9:21,,0,0,5/12/2013 20:30,12.9334,77.62652,13.02853,77.54625,0
2175,30754,12,,2,171,393,,,5/12/2013 22:48,,0,0,5/12/2013 20:53,12.98479,77.66128,13.19956,77.70688,0
2176,30759,12,,2,293,393,,,5/13/2013 3:07,,1,0,5/12/2013 21:12,12.849482,77.663187,13.19956,77.70688,0
2177,20432,65,,2,149,393,,,5/13/2013 1:12,,1,0,5/12/2013 22:46,12.93022,77.56039,13.19956,77.70688,0
2178,30767,12,1,3,572,,,,5/13/2013 7:12,5/13/2013 0:00,1,0,5/12/2013 22:52,12.91873,77.61494,,,0
2179,30768,85,,2,1033,393,,,5/13/2013 3:50,,1,0,5/12/2013 23:11,12.906358,77.599547,13.19956,77.70688,0
2180,30772,12,,2,1294,1338,,,5/13/2013 9:21,,1,0,5/12/2013 23:45,12.964653,77.599573,13.03017,77.56684,0
2181,30773,12,,2,171,393,,,5/13/2013 7:12,,1,0,5/12/2013 23:46,12.98479,77.66128,13.19956,77.70688,0
2182,23840,12,,2,846,730,,,5/13/2013 9:07,,0,0,5/13/2013 5:54,12.98635,77.58203,13.03386,77.51269,0
2183,30781,87,2,3,1097,,,,5/13/2013 9:36,,0,0,5/13/2013 6:57,12.97943,77.66125,,,0
2184,915,24,,2,220,293,,,5/13/2013 7:55,,0,0,5/13/2013 7:09,12.99722,77.62003,12.849482,77.663187,0
2185,30707,65,2,3,1095,,,,5/13/2013 12:00,5/13/2013 0:00,1,0,5/13/2013 8:29,12.92415,77.67229,,,0
2186,30787,12,,2,1152,1384,,,5/13/2013 18:14,,0,0,5/13/2013 8:58,12.87153,77.60206,13.02853,77.54625,1
2187,30790,12,1,3,571,,,,5/13/2013 11:02,,0,0,5/13/2013 9:07,12.95185,77.69642,,,0
2188,30794,65,1,3,278,,,,5/13/2013 11:02,,0,0,5/13/2013 10:03,13.00472,77.55381,,,1
2189,30772,12,,2,1294,1338,,,5/15/2013 8:24,,0,0,5/13/2013 10:18,12.964653,77.599573,13.03017,77.56684,0
2190,30796,28,,2,767,585,,,5/14/2013 12:28,,0,0,5/13/2013 10:27,12.9122,77.51043,12.97677,77.5727,0
2191,30798,65,,2,142,1384,,,5/14/2013 12:43,,0,0,5/13/2013 10:33,12.91281,77.60923,13.02853,77.54625,0
2192,2065,12,1,3,625,,,,5/13/2013 12:28,,0,0,5/13/2013 10:39,12.95431,77.6553,,,0
2193,30802,12,,2,293,1264,,,5/13/2013 12:00,,0,0,5/13/2013 10:48,12.849482,77.663187,12.835737,77.679599,0
2194,23775,12,1,3,731,,,,5/13/2013 13:55,,0,0,5/13/2013 10:50,13.04937,77.51179,,,0
2195,30329,12,,2,1096,393,,,5/13/2013 13:55,,0,0,5/13/2013 11:20,12.96519,77.71932,13.19956,77.70688,0
2196,30418,12,,2,1375,393,,,5/13/2013 23:02,,0,0,5/13/2013 12:15,12.94371,77.600549,13.19956,77.70688,0
2197,30716,12,1,3,784,,,,5/13/2013 15:07,,0,0,5/13/2013 13:38,12.96634,77.60709,,,0
2198,30823,12,,2,1026,344,,,5/13/2013 15:36,,0,0,5/13/2013 14:08,13.10482,77.57631,12.94788,77.67092,0
2199,32237,12,,2,393,977,,,5/14/2013 0:43,,1,0,5/13/2013 18:01,13.19956,77.70688,12.969933,77.533286,0
2200,15578,12,,2,1095,1390,,,5/13/2013 19:40,,1,0,5/13/2013 18:09,12.92415,77.67229,12.969368,77.641302,1
2201,30840,12,,2,1086,393,,,5/14/2013 3:21,,0,0,5/13/2013 19:08,12.907487,77.64729,13.19956,77.70688,0
2202,8993,28,,2,136,142,,,5/14/2013 19:40,,0,0,5/13/2013 19:38,12.90796,77.62418,12.91281,77.60923,0
2203,30843,12,,2,1054,1384,,,5/14/2013 11:02,,1,0,5/13/2013 20:47,12.90184,77.581587,13.02853,77.54625,0
2204,21670,12,1,3,458,,,,5/14/2013 9:07,5/14/2013 0:00,1,0,5/13/2013 20:52,13.00037,77.72746,,,0
2205,30846,28,,2,1056,393,,,5/15/2013 3:36,,1,0,5/13/2013 21:00,12.919199,77.60931,13.19956,77.70688,0
2206,30850,24,,2,540,393,,,5/14/2013 3:50,,0,1,5/13/2013 21:42,12.92768,77.62664,13.19956,77.70688,0
2207,30854,12,2,3,1328,,,,5/14/2013 7:40,5/14/2013 0:00,1,0,5/13/2013 23:13,12.958808,77.649047,,,0
2208,30857,28,,2,1274,393,,,5/14/2013 7:40,,1,0,5/13/2013 23:37,12.943041,77.696158,13.19956,77.70688,0
2209,30858,12,2,3,450,,,,5/14/2013 10:19,,0,0,5/13/2013 23:47,12.9334,77.62652,,,0
2210,3017,28,,2,393,83,,,5/14/2013 4:48,5/15/2013 0:00,1,0,5/14/2013 0:42,13.19956,77.70688,12.92415,77.67229,0
2211,30860,28,,2,832,393,,,5/18/2013 21:07,,0,0,5/14/2013 1:07,12.88019,77.64558,13.19956,77.70688,0
2212,30861,24,,2,396,585,,,5/14/2013 14:38,,1,0,5/14/2013 1:20,12.92073,77.66482,12.97677,77.5727,0
2213,29349,12,,2,1054,1331,,,5/14/2013 9:21,,0,0,5/14/2013 7:37,12.90184,77.581587,12.896203,77.598108,1
2214,34880,23,2,3,52,,,,5/14/2013 10:33,,0,0,5/14/2013 7:44,12.94329,77.54281,,,0
2215,29799,12,,2,1017,1086,,,5/14/2013 10:19,,0,0,5/14/2013 8:04,13.11084,77.60074,12.907487,77.64729,0
2216,30869,12,1,3,1017,,,,5/16/2013 10:04,,0,0,5/14/2013 8:26,13.11084,77.60074,,,0
2217,30880,65,,1,1328,,15,132,5/14/2013 12:57,5/14/2013 13:00,0,0,5/14/2013 10:56,12.958808,77.649047,,,0
2218,27383,85,,2,1340,393,,,5/15/2013 6:28,,0,0,5/14/2013 11:01,13.049165,77.593189,13.19956,77.70688,0
2219,22273,12,,2,1096,393,,,5/15/2013 12:57,,0,0,5/14/2013 12:10,12.96519,77.71932,13.19956,77.70688,0
2220,20861,12,1,3,767,,,,5/14/2013 16:33,5/14/2013 0:00,1,0,5/14/2013 12:24,12.9122,77.51043,,,0
2221,30900,12,,2,1338,393,,,5/15/2013 4:04,,1,0,5/14/2013 13:55,13.03017,77.56684,13.19956,77.70688,0
2222,30901,23,,2,89,1181,,,5/14/2013 14:38,,0,0,5/14/2013 14:09,12.96519,77.71932,12.97896,77.67345,0
2223,30866,12,,2,1036,1021,,,5/14/2013 18:57,,0,0,5/14/2013 15:19,12.925568,77.580568,13.02853,77.54625,0
2224,24898,28,,2,396,393,,,5/14/2013 21:21,,1,0,5/14/2013 16:14,12.92073,77.66482,13.19956,77.70688,0
2225,868,12,,2,1017,585,,,5/14/2013 18:00,,0,0,5/14/2013 17:34,13.11084,77.60074,12.97677,77.5727,0
2226,26790,10,,2,571,269,,,5/15/2013 2:38,,1,0,5/14/2013 17:35,12.95185,77.69642,12.9744,77.69183,0
2227,23904,65,2,3,1341,,,,5/15/2013 9:36,5/15/2013 0:00,1,0,5/14/2013 19:44,12.979703,77.69382,,,0
2228,14651,12,,2,580,344,,,5/15/2013 0:14,,0,0,5/14/2013 20:55,12.97038,77.61045,12.94788,77.67092,0
2229,30937,12,,1,393,,15,55,5/20/2013 13:26,5/23/2013 0:00,0,0,5/14/2013 21:34,13.19956,77.70688,,,0
2230,30939,12,1,3,571,,,,5/15/2013 11:31,,0,0,5/14/2013 22:30,12.95185,77.69642,,,0
2231,26868,12,,2,585,542,,,5/15/2013 7:12,,1,0,5/14/2013 23:30,12.97677,77.5727,12.93823,77.62289,0
2232,30946,87,2,3,1087,,,,5/15/2013 9:07,,0,0,5/15/2013 0:09,12.909579,77.638063,,,0
2233,30778,12,,2,392,1257,,,5/15/2013 8:24,5/16/2013 0:00,1,0,5/15/2013 0:18,12.986284,77.735245,12.934477,77.611284,1
2234,30949,12,,2,499,585,,,5/15/2013 19:12,5/15/2013 0:00,1,0,5/15/2013 6:07,12.88973,77.64865,12.97677,77.5727,0
2235,9673,24,,2,393,142,,,5/15/2013 15:21,,1,0,5/15/2013 6:40,13.19956,77.70688,12.91281,77.60923,0
2236,30951,12,,2,1384,293,,,5/15/2013 10:48,,1,0,5/15/2013 7:28,13.02853,77.54625,12.849482,77.663187,0
2237,27969,12,2,3,339,,,,5/15/2013 13:55,,0,0,5/15/2013 8:36,12.91028,77.64512,,,0
2238,30971,12,,2,479,393,,,5/15/2013 14:38,,1,0,5/15/2013 12:34,13.02298,77.60922,13.19956,77.70688,0
2239,30973,85,,2,849,393,,,5/16/2013 13:12,,0,0,5/15/2013 13:03,12.95434,77.60072,13.19956,77.70688,0
2240,27250,12,,2,393,1388,,,5/15/2013 20:09,,1,0,5/15/2013 14:19,13.19956,77.70688,12.919722,77.592806,0
2241,30817,12,,2,264,572,,,5/19/2013 5:31,,0,0,5/15/2013 14:47,12.90721,77.69544,12.91873,77.61494,1
2242,24082,65,1,3,1237,,,,5/15/2013 17:02,,0,0,5/15/2013 15:37,12.92645,77.61206,,,0
2243,30982,28,,2,515,168,,,5/15/2013 18:00,,1,0,5/15/2013 15:42,12.97896,77.67345,12.99313,77.59828,1
2244,30986,12,,2,142,393,,,5/16/2013 12:28,,0,0,5/15/2013 16:07,12.91281,77.60923,13.19956,77.70688,0
2245,33542,12,,2,171,393,,,5/16/2013 6:00,,0,0,5/15/2013 16:23,12.98479,77.66128,13.19956,77.70688,0
2246,13103,28,,2,458,271,,,5/16/2013 5:02,,0,0,5/15/2013 17:20,13.00037,77.72746,12.95641,77.64076,0
2247,30994,12,,2,793,393,,,5/15/2013 23:31,,0,0,5/15/2013 17:38,13.02239,77.59492,13.19956,77.70688,0
2248,30974,12,,2,1153,393,,,5/16/2013 9:07,,0,0,5/15/2013 20:00,12.87153,77.60206,13.19956,77.70688,0
2249,31009,12,2,3,549,,,,5/16/2013 9:07,,0,0,5/15/2013 21:07,12.965563,77.668576,,,0
2250,18229,12,,2,393,85,,,5/16/2013 19:26,,0,0,5/15/2013 23:01,13.19956,77.70688,12.95755,77.71803,0
2251,30091,12,2,3,1157,,,,5/16/2013 8:24,,0,0,5/15/2013 23:59,13.05121,77.54113,,,0
2252,31023,28,,2,142,1283,,,5/16/2013 8:38,,1,0,5/16/2013 1:11,12.91281,77.60923,12.973535,77.750528,0
2253,835,12,1,3,1120,,,,5/16/2013 9:36,5/16/2013 0:00,1,0,5/16/2013 1:23,12.89724,77.61065,,,0
2254,31025,85,,2,1042,1133,,,5/16/2013 2:09,,0,0,5/16/2013 1:46,13.031318,77.576276,12.9744,77.69183,0
2255,31027,12,,2,393,150,,,5/16/2013 9:36,5/17/2013 0:00,1,0,5/16/2013 3:01,13.19956,77.70688,12.89724,77.61065,0
2256,28856,12,,2,463,1229,,,5/16/2013 10:33,,1,0,5/16/2013 8:22,12.96037,77.58132,13.02239,77.59492,0
2257,31003,12,,2,1341,424,,,5/16/2013 10:48,,1,0,5/16/2013 9:10,12.979703,77.69382,12.93084,77.61883,0
2258,31034,12,,2,171,393,,,5/16/2013 12:57,,0,1,5/16/2013 10:04,12.98479,77.66128,13.19956,77.70688,0
2259,31035,12,,2,1371,1257,,,5/16/2013 14:24,,1,0,5/16/2013 10:06,13.000418,77.674835,12.934477,77.611284,0
2260,31037,12,,2,393,1084,,,6/9/2013 23:31,6/10/2013 0:00,1,0,5/16/2013 10:24,13.19956,77.70688,12.892657,77.581866,0
2261,31040,65,1,3,278,,,,5/16/2013 18:00,,0,0,5/16/2013 11:10,13.00472,77.55381,,,0
2262,31041,65,,1,92,,15,66,5/20/2013 6:00,5/20/2013 6:00,0,0,5/16/2013 11:16,12.99569,77.6835,,,0
2263,40880,12,,2,571,168,,,5/16/2013 16:19,,1,0,5/16/2013 11:34,12.95185,77.69642,12.99313,77.59828,0
2264,31045,10,,2,934,393,,,5/20/2013 14:38,,1,0,5/16/2013 11:47,12.92323,77.59203,13.19956,77.70688,0
2265,7504,65,1,3,171,,,,5/16/2013 15:07,,0,0,5/16/2013 12:07,12.98479,77.66128,,,0
2266,868,12,,2,25,197,,,5/17/2013 8:09,,0,0,5/16/2013 16:03,12.98059,77.57475,12.9119,77.54682,0
2267,8075,12,,2,1096,393,,,5/17/2013 5:02,,0,0,5/16/2013 16:04,12.96519,77.71932,13.19956,77.70688,0
2268,31062,12,,2,393,1010,,,5/17/2013 15:21,,0,0,5/16/2013 16:16,13.19956,77.70688,12.96691,77.74935,0
2269,31066,12,,2,1136,393,,,5/17/2013 6:43,,1,0,5/16/2013 17:05,12.99049,77.69798,13.19956,77.70688,0
2270,18234,12,,1,571,,,32,5/17/2013 6:00,5/17/2013 0:00,1,0,5/16/2013 17:57,12.95185,77.69642,,,0
2271,2268,12,,1,571,,,64,5/18/2013 0:00,5/18/2013 0:00,1,0,5/16/2013 18:25,12.95185,77.69642,,,0
2272,24458,12,,2,571,393,,,5/17/2013 13:26,,1,0,5/16/2013 20:00,12.95185,77.69642,13.19956,77.70688,0
2273,31083,12,,2,1017,1384,,,5/17/2013 5:31,,0,0,5/16/2013 20:49,13.11084,77.60074,13.02853,77.54625,0
2274,31089,12,,2,1351,1384,,,5/17/2013 17:31,,0,0,5/16/2013 21:52,12.894352,77.675265,13.02853,77.54625,0
2275,25500,12,,2,478,393,,,5/17/2013 3:36,,0,0,5/16/2013 22:17,12.9221,77.55263,13.19956,77.70688,0
2276,31093,28,,2,142,1384,,,5/17/2013 19:55,,1,0,5/16/2013 22:33,12.91281,77.60923,13.02853,77.54625,0
2277,28123,65,,2,590,393,,,5/17/2013 5:45,,0,0,5/16/2013 22:39,13.00826,77.56433,13.19956,77.70688,0
2278,22758,28,1,3,1147,,,,5/17/2013 8:09,5/17/2013 0:00,1,0,5/16/2013 22:51,13.03064,77.6491,,,0
2279,31101,12,,2,1189,1384,,,5/17/2013 6:28,,0,1,5/17/2013 2:49,12.91873,77.61494,13.02853,77.54625,0
2280,31103,12,1,3,1021,,,,5/17/2013 7:55,,0,0,5/17/2013 7:19,13.02853,77.54625,,,0
2281,31104,65,,2,571,393,,,5/17/2013 12:00,,0,0,5/17/2013 8:07,12.95185,77.69642,13.19956,77.70688,0
2282,31110,12,,2,105,585,,,5/17/2013 12:57,,0,0,5/17/2013 9:16,13.01766,77.64503,12.97677,77.5727,0
2283,26798,12,,2,1365,393,,,5/17/2013 16:04,,0,0,5/17/2013 10:29,12.845653,77.677925,13.19956,77.70688,0
2284,36040,12,1,3,1155,,,,5/17/2013 12:57,5/17/2013 0:00,1,0,5/17/2013 10:47,12.90245,77.66081,,,0
2285,21319,12,,2,1086,393,,,5/18/2013 3:21,,1,0,5/17/2013 11:28,12.907487,77.64729,13.19956,77.70688,0
2286,29282,12,,2,1281,150,,,5/17/2013 18:00,,0,0,5/17/2013 11:38,12.934634,77.611283,12.89724,77.61065,1
2287,31132,10,,2,83,168,,,5/17/2013 16:04,,1,0,5/17/2013 12:01,12.92415,77.67229,12.99313,77.59828,0
2288,4485,12,1,3,767,,,,5/17/2013 19:55,,0,0,5/17/2013 12:33,12.9122,77.51043,,,1
2289,25632,28,,2,601,393,,,5/18/2013 3:07,,0,0,5/17/2013 12:41,13.02434,77.56593,13.19956,77.70688,0
2290,25742,85,,2,145,393,,,5/18/2013 3:50,,1,0,5/17/2013 12:41,12.99067,77.65587,13.19956,77.70688,0
2291,31124,85,,2,1357,393,,,5/17/2013 17:02,,0,0,5/17/2013 12:45,12.932229,77.690567,13.19956,77.70688,0
2292,31417,12,,2,1010,393,,,5/18/2013 3:36,,1,0,5/17/2013 12:54,12.96691,77.74935,13.19956,77.70688,0
2293,31140,12,,2,1017,168,,,5/17/2013 20:24,,0,0,5/17/2013 12:59,13.11084,77.60074,12.99313,77.59828,0
2294,30885,28,,2,1089,447,,,5/20/2013 6:28,,0,0,5/17/2013 13:02,12.99517,77.731147,12.93884,77.69755,0
2295,31146,28,,2,142,1077,,,5/17/2013 18:28,,1,0,5/17/2013 13:38,12.91281,77.60923,12.990236,77.586393,1
2296,31151,12,,2,571,452,,,5/17/2013 17:02,,1,0,5/17/2013 14:23,12.95185,77.69642,12.95278,77.59088,1
2297,31156,12,,1,585,,,32,5/17/2013 22:19,,1,0,5/17/2013 15:06,12.97677,77.5727,,,0
2298,31160,12,,2,142,1384,,,5/17/2013 21:36,5/18/2013 0:00,1,0,5/17/2013 15:46,12.91281,77.60923,13.02853,77.54625,0
2299,17046,28,,2,542,1070,,,5/17/2013 18:14,,1,0,5/17/2013 16:32,12.93823,77.62289,12.926098,77.681121,1
2300,17664,12,,2,221,767,,,5/17/2013 19:55,,1,0,5/17/2013 16:53,12.98541,77.57891,12.9122,77.51043,1
2301,15485,12,,2,1224,1217,,,5/17/2013 22:33,,0,0,5/17/2013 17:36,13.012419,77.555151,13.04937,77.51179,0
2302,31169,12,,2,1290,393,,,5/18/2013 4:04,,1,0,5/17/2013 18:09,12.966211,77.500323,13.19956,77.70688,0
2303,31170,12,,2,571,393,,,5/17/2013 22:04,,0,0,5/17/2013 18:13,12.95185,77.69642,13.19956,77.70688,0
2304,40444,12,,2,363,585,,,5/18/2013 5:31,,0,1,5/17/2013 20:25,12.99287,77.71662,12.97677,77.5727,0
2305,27611,12,,2,1159,1335,,,5/18/2013 7:40,,1,0,5/17/2013 21:07,12.90163,77.582,12.894848,77.598843,1
2306,31138,12,,2,590,393,,,5/18/2013 9:36,,0,0,5/17/2013 21:52,13.00826,77.56433,13.19956,77.70688,0
2307,25052,12,,2,97,293,,,5/18/2013 11:16,,1,0,5/17/2013 22:20,12.97943,77.66125,12.849482,77.663187,0
2308,31185,12,2,3,1150,,,,5/18/2013 7:55,5/18/2013 0:00,1,0,5/17/2013 22:57,12.99287,77.71662,,,0
2309,31186,12,,2,1286,393,,,5/18/2013 4:04,,1,0,5/17/2013 23:28,12.973448,77.62032,13.19956,77.70688,0
2310,20699,28,2,3,1391,,,,5/18/2013 7:26,5/18/2013 0:00,1,0,5/17/2013 23:36,12.970926,77.647321,,,0
2311,31194,10,,2,776,393,,,5/18/2013 6:28,,0,0,5/18/2013 4:31,13.01508,77.67796,13.19956,77.70688,0
2312,30420,12,,2,1282,433,,,5/18/2013 16:33,,1,0,5/18/2013 8:54,12.959687,77.747099,12.91226,77.59773,1
2313,30296,12,,2,393,1237,,,5/18/2013 20:24,,0,0,5/18/2013 8:55,13.19956,77.70688,12.92645,77.61206,0
2314,30420,28,,2,433,1282,,,5/18/2013 22:19,,1,0,5/18/2013 9:02,12.91226,77.59773,12.959687,77.747099,0
2315,16346,12,,2,422,585,,,5/18/2013 12:00,,0,0,5/18/2013 9:09,12.9717,77.62779,12.97677,77.5727,0
2316,28359,28,,2,238,1374,,,5/20/2013 9:07,,0,0,5/18/2013 9:12,12.93711,77.60171,13.02607,77.538196,0
2317,28359,12,,2,238,1374,,,5/22/2013 8:24,,0,0,5/18/2013 9:17,12.93711,77.60171,13.02607,77.538196,0
2318,27009,12,,2,516,393,,,5/18/2013 21:36,,0,0,5/18/2013 9:34,13.0056,77.65799,13.19956,77.70688,0
2319,28359,10,,2,1374,238,,,5/20/2013 17:02,,0,0,5/18/2013 10:27,13.02607,77.538196,12.93711,77.60171,0
2320,30290,12,,2,1054,1254,,,5/22/2013 9:50,,0,0,5/18/2013 11:12,12.90184,77.581587,12.934048,77.580568,0
2321,30290,10,,2,1254,1054,,,5/23/2013 18:00,,0,0,5/18/2013 11:34,12.934048,77.580568,12.90184,77.581587,0
2322,868,12,,2,1089,447,,,5/22/2013 6:28,,0,0,5/18/2013 11:50,12.99517,77.731147,12.93884,77.69755,0
2323,868,12,,2,1089,447,,,5/23/2013 6:28,,0,0,5/18/2013 11:52,12.99517,77.731147,12.93884,77.69755,0
2324,29139,12,,2,1086,776,,,5/18/2013 18:00,,1,0,5/18/2013 12:32,12.907487,77.64729,13.01508,77.67796,0
2325,29459,12,,2,136,542,,,5/20/2013 18:14,,0,0,5/18/2013 12:57,12.90796,77.62418,12.93823,77.62289,1
2326,31220,65,,2,1325,1384,,,5/18/2013 18:43,,0,0,5/18/2013 13:44,12.854095,77.665871,13.02853,77.54625,1
2327,31221,12,,2,603,393,,,5/18/2013 18:00,,1,0,5/18/2013 13:47,12.97357,77.61043,13.19956,77.70688,0
2328,31221,12,,2,1102,393,,,5/18/2013 18:00,,0,0,5/18/2013 13:58,12.93652,77.54481,13.19956,77.70688,0
2329,21903,12,,2,1192,1053,,,5/18/2013 15:36,,0,1,5/18/2013 14:12,12.97677,77.5727,12.912799,77.589784,0
2330,31224,65,1,3,1189,,,,5/19/2013 5:02,,0,0,5/18/2013 14:29,12.91873,77.61494,,,0
2331,28723,12,,2,1269,1155,,,5/19/2013 10:04,,0,0,5/18/2013 14:44,12.958651,77.656762,12.90245,77.66081,0
2332,31224,65,1,3,1189,,,,5/19/2013 5:02,,0,0,5/18/2013 14:48,12.91873,77.61494,,,0
2333,31224,65,1,3,1189,,,,5/19/2013 5:02,,0,0,5/18/2013 14:52,12.91873,77.61494,,,0
2334,31224,65,1,3,105,,,,5/19/2013 5:16,,0,0,5/18/2013 14:56,13.01766,77.64503,,,0
2335,31229,12,,1,1257,,1,45,5/18/2013 20:09,5/20/2013 20:15,1,0,5/18/2013 15:06,12.934477,77.611284,,,0
2336,31234,12,,2,1095,585,,,5/18/2013 18:14,,1,0,5/18/2013 16:21,12.92415,77.67229,12.97677,77.5727,1
2337,3987,12,,2,1383,1384,,,5/18/2013 20:38,,0,0,5/18/2013 16:41,12.930451,77.685822,13.02853,77.54625,0
2338,30825,28,,2,393,647,,,5/19/2013 4:33,,1,0,5/18/2013 17:40,13.19956,77.70688,13.01899,77.54744,0
